"Q3_4","Q3_5","Q5","Q16","Q26","Q30","ppage","educ","race","gender","income_cat","voter_category","pols_dont_care","media_greed","election_results_matter","party","vote_freq","income_cat_coded","voter_cat_coded","educ_coded"
1,2,1,3,1,1,51,"Some college","White","Male","$40-75k","sporadic","Somewhat Agree","Strongly Agree","Who wins the Election really matters","Republican","Always/Almost Always",2,2,2
4,1,1,3,1,1,55,"High school or less","White","Male","Less than $40k","sporadic","Strongly Agree","Strongly Disagree","Who wins the Election really matters","Republican","Always/Almost Always",1,2,1
1,3,1,2,1,1,68,"High school or less","White","Male","$40-75k","sporadic","Somewhat Disagree","Strongly Agree","Who wins the Election really matters","Republican","Always/Almost Always",2,2,1
3,3,1,2,1,2,61,"Some college","White","Male","$75-125k","sporadic","Somewhat Disagree","Somewhat Disagree","Who wins the Election really matters","Democrat","Always/Almost Always",3,2,2
1,2,1,1,1,1,76,"Some college","White","Female","Less than $40k","always","Somewhat Agree","Strongly Agree","Who wins the Election really matters","Republican","Always/Almost Always",1,3,2
3,3,1,2,1,2,49,"College","Black","Female","$75-125k","always","Somewhat Disagree","Somewhat Disagree","Who wins the Election really matters","Democrat","Always/Almost Always",3,3,3
1,1,1,1,1,3,69,"Some college","White","Male","$75-125k","always","Strongly Agree","Strongly Agree","Who wins the Election really matters","Independent","Always/Almost Always",3,3,2
2,1,1,2,1,3,54,"Some college","Black","Male","$40-75k","sporadic","Strongly Agree","Somewhat Agree","Who wins the Election really matters","Independent","Always/Almost Always",2,2,2
1,2,1,3,1,1,80,"High school or less","White","Female","Less than $40k","always","Somewhat Agree","Strongly Agree","Who wins the Election really matters","Republican","Always/Almost Always",1,3,1
2,2,1,3,1,2,63,"College","Black","Male","$40-75k","always","Somewhat Agree","Somewhat Agree","Who wins the Election really matters","Democrat","Always/Almost Always",2,3,3
1,1,1,4,1,2,62,"Some college","White","Male","$125k or more","always","Strongly Agree","Strongly Agree","Who wins the Election really matters","Democrat","Always/Almost Always",4,3,2
3,2,1,2,1,2,51,"College","White","Female","Less than $40k","sporadic","Somewhat Agree","Somewhat Disagree","Who wins the Election really matters","Democrat","Always/Almost Always",1,2,3
4,3,1,2,1,5,54,"Some college","Other/Mixed","Female","$125k or more","sporadic","Somewhat Disagree","Strongly Disagree","Who wins the Election really matters","No Preference","Always/Almost Always",4,2,2
2,2,2,2,4,1,48,"Some college","White","Female","$75-125k","rarely/never","Somewhat Agree","Somewhat Agree","Things will be pretty much the same","Republican","Never",3,1,2
3,4,1,1,1,2,48,"College","Hispanic","Male","$75-125k","sporadic","Strongly Disagree","Somewhat Disagree","Who wins the Election really matters","Democrat","Always/Almost Always",3,2,3
1,2,2,2,1,1,43,"High school or less","White","Female","$75-125k","rarely/never","Somewhat Agree","Strongly Agree","Things will be pretty much the same","Republican","Always/Almost Always",3,1,1
2,2,1,1,1,1,74,"College","White","Male","$125k or more","always","Somewhat Agree","Somewhat Agree","Who wins the Election really matters","Republican","Always/Almost Always",4,3,3
3,3,1,1,1,3,50,"College","White","Female","$125k or more","sporadic","Somewhat Disagree","Somewhat Disagree","Who wins the Election really matters","Independent","Always/Almost Always",4,2,3
2,3,1,1,2,2,34,"Some college","Hispanic","Female","$125k or more","sporadic","Somewhat Disagree","Somewhat Agree","Who wins the Election really matters","Democrat","Sometimes",4,2,2
2,1,1,4,-1,-1,64,"High school or less","Black","Male","Less than $40k","sporadic","Strongly Agree","Somewhat Agree","Who wins the Election really matters",NA,NA,1,2,1
3,3,1,2,2,2,56,"Some college","Black","Male","Less than $40k","sporadic","Somewhat Disagree","Somewhat Disagree","Who wins the Election really matters","Democrat","Sometimes",1,2,2
2,3,1,2,1,2,36,"College","White","Male","$125k or more","sporadic","Somewhat Disagree","Somewhat Agree","Who wins the Election really matters","Democrat","Always/Almost Always",4,2,3
2,3,1,1,1,1,76,"High school or less","White","Male","$125k or more","always","Somewhat Disagree","Somewhat Agree","Who wins the Election really matters","Republican","Always/Almost Always",4,3,1
3,3,1,2,2,5,64,"High school or less","White","Male","Less than $40k","sporadic","Somewhat Disagree","Somewhat Disagree","Who wins the Election really matters","No Preference","Sometimes",1,2,1
3,4,1,1,1,3,31,"College","White","Female","$75-125k","rarely/never","Strongly Disagree","Somewhat Disagree","Who wins the Election really matters","Independent","Always/Almost Always",3,1,3
4,2,1,1,1,1,61,"Some college","White","Male","$125k or more","always","Somewhat Agree","Strongly Disagree","Who wins the Election really matters","Republican","Always/Almost Always",4,3,2
3,2,1,2,4,5,36,"High school or less","Hispanic","Female","$40-75k","rarely/never","Somewhat Agree","Somewhat Disagree","Who wins the Election really matters","No Preference","Never",2,1,1
1,2,2,2,2,5,34,"High school or less","Black","Female","Less than $40k","rarely/never","Somewhat Agree","Strongly Agree","Things will be pretty much the same","No Preference","Sometimes",1,1,1
1,2,1,2,4,1,29,"High school or less","White","Female","$75-125k","rarely/never","Somewhat Agree","Strongly Agree","Who wins the Election really matters","Republican","Never",3,1,1
1,1,1,1,1,2,64,"College","White","Male","$75-125k","always","Strongly Agree","Strongly Agree","Who wins the Election really matters","Democrat","Always/Almost Always",3,3,3
1,2,2,1,1,3,35,"College","White","Female","$75-125k","always","Somewhat Agree","Strongly Agree","Things will be pretty much the same","Independent","Always/Almost Always",3,3,3
2,2,1,4,4,5,32,"High school or less","White","Female","Less than $40k","rarely/never","Somewhat Agree","Somewhat Agree","Who wins the Election really matters","No Preference","Never",1,1,1
3,2,1,1,1,2,34,"College","Other/Mixed","Female","$125k or more","sporadic","Somewhat Agree","Somewhat Disagree","Who wins the Election really matters","Democrat","Always/Almost Always",4,2,3
1,2,1,1,1,1,58,"College","White","Male","$75-125k","sporadic","Somewhat Agree","Strongly Agree","Who wins the Election really matters","Republican","Always/Almost Always",3,2,3
2,3,1,1,1,2,84,"High school or less","White","Female","Less than $40k","always","Somewhat Disagree","Somewhat Agree","Who wins the Election really matters","Democrat","Always/Almost Always",1,3,1
2,2,1,2,3,2,47,"High school or less","Hispanic","Female","Less than $40k","rarely/never","Somewhat Agree","Somewhat Agree","Who wins the Election really matters","Democrat","Rarely",1,1,1
3,2,1,1,1,3,66,"College","White","Male","$125k or more","always","Somewhat Agree","Somewhat Disagree","Who wins the Election really matters","Independent","Always/Almost Always",4,3,3
2,2,2,1,1,3,55,"College","Other/Mixed","Male","$125k or more","sporadic","Somewhat Agree","Somewhat Agree","Things will be pretty much the same","Independent","Always/Almost Always",4,2,3
1,1,1,1,1,1,22,"High school or less","White","Male","$40-75k","always","Strongly Agree","Strongly Agree","Who wins the Election really matters","Republican","Always/Almost Always",2,3,1
4,2,1,2,1,3,54,"College","Black","Male","$75-125k","sporadic","Somewhat Agree","Strongly Disagree","Who wins the Election really matters","Independent","Always/Almost Always",3,2,3
3,2,1,2,1,2,23,"Some college","White","Male","$75-125k","always","Somewhat Agree","Somewhat Disagree","Who wins the Election really matters","Democrat","Always/Almost Always",3,3,2
1,1,1,-1,4,3,41,"High school or less","White","Male","$40-75k","rarely/never","Strongly Agree","Strongly Agree","Who wins the Election really matters","Independent","Never",2,1,1
3,3,1,2,1,2,59,"College","White","Female","$125k or more","always","Somewhat Disagree","Somewhat Disagree","Who wins the Election really matters","Democrat","Always/Almost Always",4,3,3
1,1,2,3,1,5,36,"High school or less","White","Female","Less than $40k","sporadic","Strongly Agree","Strongly Agree","Things will be pretty much the same","No Preference","Always/Almost Always",1,2,1
4,1,1,3,1,2,73,"Some college","Black","Male","$40-75k","always","Strongly Agree","Strongly Disagree","Who wins the Election really matters","Democrat","Always/Almost Always",2,3,2
1,3,1,1,1,1,62,"High school or less","White","Female","$40-75k","always","Somewhat Disagree","Strongly Agree","Who wins the Election really matters","Republican","Always/Almost Always",2,3,1
3,2,1,3,1,2,64,"High school or less","White","Female","$75-125k","sporadic","Somewhat Agree","Somewhat Disagree","Who wins the Election really matters","Democrat","Always/Almost Always",3,2,1
1,1,1,1,1,5,61,"High school or less","White","Female","$40-75k","sporadic","Strongly Agree","Strongly Agree","Who wins the Election really matters","No Preference","Always/Almost Always",2,2,1
2,2,1,1,1,2,62,"College","Black","Male","$40-75k","always","Somewhat Agree","Somewhat Agree","Who wins the Election really matters","Democrat","Always/Almost Always",2,3,3
3,2,1,3,1,5,62,"Some college","Black","Female","$125k or more","always","Somewhat Agree","Somewhat Disagree","Who wins the Election really matters","No Preference","Always/Almost Always",4,3,2
2,2,1,1,1,2,55,"High school or less","White","Male","Less than $40k","sporadic","Somewhat Agree","Somewhat Agree","Who wins the Election really matters","Democrat","Always/Almost Always",1,2,1
1,2,2,2,1,2,28,"Some college","Hispanic","Male","Less than $40k","always","Somewhat Agree","Strongly Agree","Things will be pretty much the same","Democrat","Always/Almost Always",1,3,2
2,3,1,1,1,-1,63,"Some college","White","Female","Less than $40k","always","Somewhat Disagree","Somewhat Agree","Who wins the Election really matters",NA,"Always/Almost Always",1,3,2
1,2,1,1,1,1,65,"College","White","Female","$125k or more","always","Somewhat Agree","Strongly Agree","Who wins the Election really matters","Republican","Always/Almost Always",4,3,3
1,3,1,1,1,5,75,"High school or less","Hispanic","Female","Less than $40k","always","Somewhat Disagree","Strongly Agree","Who wins the Election really matters","No Preference","Always/Almost Always",1,3,1
1,2,1,1,1,1,68,"High school or less","White","Female","$75-125k","sporadic","Somewhat Agree","Strongly Agree","Who wins the Election really matters","Republican","Always/Almost Always",3,2,1
1,3,1,1,1,1,85,"Some college","White","Male","Less than $40k","sporadic","Somewhat Disagree","Strongly Agree","Who wins the Election really matters","Republican","Always/Almost Always",1,2,2
4,1,1,1,1,3,55,"Some college","Other/Mixed","Male","Less than $40k","rarely/never","Strongly Agree","Strongly Disagree","Who wins the Election really matters","Independent","Always/Almost Always",1,1,2
1,2,2,2,3,3,28,"Some college","White","Male","$40-75k","rarely/never","Somewhat Agree","Strongly Agree","Things will be pretty much the same","Independent","Rarely",2,1,2
4,1,1,1,1,1,66,"High school or less","White","Male","Less than $40k","always","Strongly Agree","Strongly Disagree","Who wins the Election really matters","Republican","Always/Almost Always",1,3,1
2,2,1,2,1,2,38,"High school or less","Black","Female","$75-125k","sporadic","Somewhat Agree","Somewhat Agree","Who wins the Election really matters","Democrat","Always/Almost Always",3,2,1
3,1,1,1,1,2,66,"High school or less","Hispanic","Female","Less than $40k","sporadic","Strongly Agree","Somewhat Disagree","Who wins the Election really matters","Democrat","Always/Almost Always",1,2,1
2,1,1,1,1,2,71,"High school or less","Hispanic","Male","Less than $40k","sporadic","Strongly Agree","Somewhat Agree","Who wins the Election really matters","Democrat","Always/Almost Always",1,2,1
3,2,1,1,1,3,64,"Some college","White","Male","$75-125k","always","Somewhat Agree","Somewhat Disagree","Who wins the Election really matters","Independent","Always/Almost Always",3,3,2
2,1,1,4,1,2,57,"College","White","Female","$75-125k","sporadic","Strongly Agree","Somewhat Agree","Who wins the Election really matters","Democrat","Always/Almost Always",3,2,3
2,2,1,3,1,2,30,"High school or less","Black","Female","$40-75k","sporadic","Somewhat Agree","Somewhat Agree","Who wins the Election really matters","Democrat","Always/Almost Always",2,2,1
1,1,1,1,1,1,43,"High school or less","White","Male","$75-125k","rarely/never","Strongly Agree","Strongly Agree","Who wins the Election really matters","Republican","Always/Almost Always",3,1,1
3,3,2,3,4,3,33,"High school or less","Black","Male","Less than $40k","rarely/never","Somewhat Disagree","Somewhat Disagree","Things will be pretty much the same","Independent","Never",1,1,1
2,2,1,1,1,1,67,"College","White","Male","$125k or more","sporadic","Somewhat Agree","Somewhat Agree","Who wins the Election really matters","Republican","Always/Almost Always",4,2,3
2,2,2,3,3,5,28,"High school or less","Hispanic","Female","$40-75k","rarely/never","Somewhat Agree","Somewhat Agree","Things will be pretty much the same","No Preference","Rarely",2,1,1
1,2,1,1,1,3,37,"Some college","Hispanic","Male","Less than $40k","sporadic","Somewhat Agree","Strongly Agree","Who wins the Election really matters","Independent","Always/Almost Always",1,2,2
2,2,1,2,1,2,34,"College","Black","Male","$75-125k","sporadic","Somewhat Agree","Somewhat Agree","Who wins the Election really matters","Democrat","Always/Almost Always",3,2,3
2,1,1,2,1,3,36,"College","White","Male","$125k or more","sporadic","Strongly Agree","Somewhat Agree","Who wins the Election really matters","Independent","Always/Almost Always",4,2,3
2,3,1,2,1,2,32,"College","White","Male","$125k or more","sporadic","Somewhat Disagree","Somewhat Agree","Who wins the Election really matters","Democrat","Always/Almost Always",4,2,3
1,2,1,1,1,3,55,"College","White","Male","$125k or more","always","Somewhat Agree","Strongly Agree","Who wins the Election really matters","Independent","Always/Almost Always",4,3,3
1,1,1,1,1,1,54,"College","White","Male","$125k or more","sporadic","Strongly Agree","Strongly Agree","Who wins the Election really matters","Republican","Always/Almost Always",4,2,3
